time,translational_speed
2.06667,0.1640964596317313
2.1,0.16430145106911168
2.13333,0.1641608122694588
2.16667,0.15806029285752557
2.2,0.151169493994857
2.23333,0.13480399787041658
2.26667,0.1290261749900257
2.3,0.14210916262110165
2.33333,0.16053915786035397
2.36667,0.1802428902916819
2.4,0.1922211588907305
2.43333,0.20451243152600254
2.46667,0.21752874087348992
2.5,0.23632832935841777
2.53333,0.2585669462722847
2.56667,0.291832952396569
2.6,0.333793367501895
2.63333,0.38718369702757166
2.66667,0.4562817673891667
2.7,0.5210660589142645
2.73333,0.556505181113656
2.76667,0.5721000853041548
2.8,0.5707223255991896
2.83333,0.5710777665973311
2.86667,0.5688946045849915
2.9,0.5687834883294096
2.93333,0.5661791421083986
2.96667,0.5552668706559797
3.0,0.4888463132252146
3.03333,0.4832716916705203
3.06667,0.4474909651875668
3.1,0.42633619972201847
3.13333,0.42231535381526025
3.16667,0.4040990932151458
3.2,0.3942221273127899
3.23333,0.37613036090554836
3.26667,0.37019140164081943
3.3,0.3704428225849196
3.33333,0.37007293365728033
3.36667,0.3719378541632228
3.4,0.37290592805109524
3.43333,0.38357893892802253
3.46667,0.39994007048297536
3.5,0.41915728803099284
3.53333,0.4316396797092365
3.56667,0.4554293962069135
3.6,0.49566397236219006
3.63333,0.5483626638596081
3.66667,0.5922852070255964
3.7,0.6066685725920817
3.73333,0.6326816562164294
3.76667,0.6487900918860685
3.8,0.6552589722930284
3.83333,0.6625294462618032
3.86667,0.6656961483508629
3.9,0.6727902156009506
3.93333,0.6594187215735798
3.96667,0.6225231768828323
4.0,0.5787232810921057
4.03333,0.5105843781143972
4.06667,0.4739022736500449
4.1,0.4589566448303787
4.13333,0.4401285401893904
4.16667,0.42336399776159617
4.2,0.41529346793346983
4.23333,0.4136578979787442
4.26667,0.4096365473777069
4.3,0.399727062315097
4.33333,0.3783812285765533
4.36667,0.36761286607885163
4.4,0.37113554321954895
4.43333,0.38212070185479585
4.46667,0.3947682445176775
4.5,0.41215329547279844
4.53333,0.4343070584712816
4.56667,0.47427427578047243
4.6,0.5165308053219464
4.63333,0.5784634713197734
4.66667,0.6278591692228163
4.7,0.6282495626386131
4.73333,0.6763532729834726
4.76667,0.6861106827782609
4.8,0.6858059766903858
4.83333,0.6839264634475829
4.86667,0.6730936286762886
4.9,0.644793847724691
4.93333,0.6045673120273315
4.96667,0.561050729560554
5.0,0.5163027903745812
5.03333,0.4765961204216397
5.06667,0.45192877821862654
5.1,0.4270184962455222
5.13333,0.414425999865331
5.16667,0.40508335330774714
5.2,0.38972250885462467
5.23333,0.37513011877744873
5.26667,0.3773440497632031
5.3,0.36955675541569727
5.33333,0.36068517332697647
5.36667,0.3437400228259649
5.4,0.33179860753518475
5.43333,0.3220918517981648
5.46667,0.31376611399626425
5.5,0.30191826297187596
5.53333,0.29582996332062933
5.56667,0.29389671626790154
5.6,0.30249519195055097
5.63333,0.3193166901527207
5.66667,0.3417111366768272
5.7,0.3811089043133822
5.73333,0.427448314402084
5.76667,0.4826453516485376
5.8,0.5406727004117502
5.83333,0.6078027002492163
5.86667,0.6418814262100158
5.9,0.6762732033842986
5.93333,0.6618562097978454
5.96667,0.6552777442852633
6.0,0.6403692398545822
6.03333,0.6262919996386179
6.06667,0.5992680704384424
6.1,0.564755685236831
6.13333,0.5168844286983559
6.16667,0.4727292422587044
6.2,0.43552568580598083
6.23333,0.3982954855987978
6.26667,0.380597405898499
6.3,0.37579925721733287
6.33333,0.37464380224571964
6.36667,0.36702283480495174
6.4,0.3509499830899341
6.43333,0.3407057621562677
6.46667,0.3314562486538035
6.5,0.32430854536807624
6.53333,0.3207427825559777
6.56667,0.32403644250236413
6.6,0.3283176571293042
6.63333,0.32526179567417834
6.66667,0.322281393741072
6.7,0.323617108106555
6.73333,0.33175696429924306
6.76667,0.3442568164644106
6.8,0.3677739567779162
6.83333,0.41128174314321153
6.86667,0.46865204269240496
6.9,0.5236938514126781
6.93333,0.5830036930949164
6.96667,0.5953212962303682
7.0,0.6302527438512537
7.03333,0.6250241225138319
7.06667,0.6188860722225427
7.1,0.612044355674238
7.13333,0.6134731519782591
7.16667,0.5956956295732189
7.2,0.5686966841379894
7.23333,0.5359450967748371
7.26667,0.49875506654385143
7.3,0.45039008372409695
7.33333,0.4204322412544755
7.36667,0.3977021740770515
7.4,0.3684215486778139
7.43333,0.34767964668432416
7.46667,0.3435146987257041
7.5,0.2950172089223923
7.53333,0.31834587716202484
7.56667,0.3161750895096604
7.6,0.3186972443731482
7.63333,0.32278538619212926
7.66667,0.33550504890734223
7.7,0.3384970219972046
7.73333,0.364383479093413
7.76667,0.3811830865473728
7.8,0.40171401857142996
7.83333,0.4293609996612343
7.86667,0.4652161143272535
7.9,0.5106018962480865
