time,translational_speed
2.06667,1.2691734245938517
2.1,1.3040433187935656
2.13333,1.4245620081938464
2.16667,1.6841070538786378
2.2,1.775407055162713
2.23333,1.7448250187411598
2.26667,1.1765508043901103
2.3,1.1726450465635745
2.33333,1.2427724360158154
2.36667,1.237804401114914
2.4,1.2405456000839534
2.43333,1.249251368936709
2.46667,1.302118182836991
2.5,1.4332488906098912
2.53333,1.60063190342997
2.56667,1.3174522923642136
2.6,1.2949141003315205
2.63333,1.5434413746343905
2.66667,1.6883655472641015
2.7,1.6741965349916852
2.73333,1.5925835339784649
2.76667,1.337042171618107
2.8,1.297637247055732
2.83333,1.2961360238955526
2.86667,1.253255148031972
2.9,1.2249638877942841
2.93333,1.2387253240943443
2.96667,1.2757849592834924
3.0,1.3389625383675372
3.03333,1.3940879147629188
3.06667,1.411359716558026
3.1,1.4058337198352588
3.13333,1.5510286839832552
3.16667,1.7225378292755256
3.2,1.7918850519213785
3.23333,1.619650921707813
3.26667,1.1535459473606606
3.3,1.2780403506907534
3.33333,1.2656253253924528
3.36667,1.2735767401043887
3.4,1.255360654001484
3.43333,1.2398485243368993
3.46667,1.2917866273403165
3.5,1.4353090348785584
3.53333,1.509997863743121
3.56667,1.197721362143137
3.6,1.287509236289153
3.63333,1.5228726734840723
3.66667,1.6662675979742563
3.7,1.6543136778378325
3.73333,1.6048712344234093
3.76667,1.3487241499301115
3.8,1.2432465314373424
3.83333,1.2525844383774445
3.86667,1.2072301822016798
3.9,1.1736558563050496
3.93333,1.1669379040021288
3.96667,1.1643697381050984
4.0,1.1947578080387309
4.03333,1.2731777564464672
4.06667,1.303868152894712
4.1,1.2719215354339588
4.13333,1.3124105150629364
4.16667,1.4850931634407014
4.2,1.6004136189238831
4.23333,1.6532506080695482
4.26667,1.616944268585788
4.3,1.2189844573095516
4.33333,1.0418458661948633
4.36667,1.1276112451956164
4.4,1.129359459296777
4.43333,1.1036982983611503
4.46667,1.0846051825823257
4.5,1.1210397223758446
4.53333,1.2068083094241748
4.56667,1.3006308593453686
4.6,1.0589334022386527
4.63333,0.9963118305662872
4.66667,1.1627201754251675
4.7,1.3158903195749088
4.73333,1.4563635117050104
4.76667,1.512972312684172
4.8,1.4857719917965948
4.83333,1.2916355555257952
4.86667,0.9921426094786518
4.9,0.9048211716043492
4.93333,0.8505455584006872
4.96667,0.7901371319919096
5.0,0.7067853599315289
5.03333,0.610528505299869
5.06667,0.5481634409712756
5.1,0.5077943034658727
5.13333,0.5096885865832469
5.16667,0.4717226551627056
5.2,0.4202691437214598
5.23333,0.4017492050654599
5.26667,0.3889617785108002
5.3,0.3533151391735177
5.33333,0.3444727722354133
