time,translational_speed
2.06667,0.16142420341544125
2.1,0.13165177387559657
2.13333,0.09792272400258614
2.16667,0.09011769912327684
2.2,0.12957150955102162
2.23333,0.17545364655252263
2.26667,0.19224602364734655
2.3,0.20217365414055144
2.33333,0.20161936952468143
2.36667,0.19194619061140447
2.4,0.2056715190096565
2.43333,0.22948198964209143
2.46667,0.2693388977135182
2.5,0.3109388276238209
2.53333,0.34462658807667346
2.56667,0.38124596691787505
2.6,0.42750473615186835
2.63333,0.45384528591686246
2.66667,0.4695175433279701
2.7,0.5008918618050324
2.73333,0.5155757178203594
2.76667,0.5446887932388362
2.8,0.5563941537211861
2.83333,0.5695440212438516
2.86667,0.5621436943936325
2.9,0.5446592136972218
2.93333,0.5378561186302282
2.96667,0.5025813538021526
3.0,0.4547649344012848
3.03333,0.40671627428881335
3.06667,0.3913267874969551
3.1,0.3710170410539311
3.13333,0.3605907130421002
3.16667,0.3503959171699925
3.2,0.34719719421803025
3.23333,0.34232159038309484
3.26667,0.33918211346676447
3.3,0.33494457818005335
3.33333,0.3280239384021087
3.36667,0.3148544039971235
3.4,0.3051106195580722
3.43333,0.2974430824422237
3.46667,0.29224968559797193
3.5,0.29122172338328967
3.53333,0.3046773879595647
3.56667,0.3176484106034202
3.6,0.33402622260495857
3.63333,0.3551187283165324
3.66667,0.3811327570782954
3.7,0.4096502845025084
3.73333,0.4470066423326452
3.76667,0.49231929627943505
3.8,0.5170023486530663
3.83333,0.5288239415492489
3.86667,0.5305696964195407
3.9,0.5412479318530992
3.93333,0.549023445705663
3.96667,0.5444518219533446
4.0,0.5121985445570254
4.03333,0.48916779159386076
4.06667,0.464906137158827
4.1,0.4145113073326115
4.13333,0.38130024930771156
4.16667,0.342023233076382
4.2,0.33220029997621614
4.23333,0.3209667250627828
4.26667,0.31588650112972994
4.3,0.3230202491684694
4.33333,0.32698296745093386
4.36667,0.33024399600719073
4.4,0.33507917181987723
4.43333,0.3393381313999158
4.46667,0.3360677499691265
4.5,0.31621267572845857
4.53333,0.2958268580282219
4.56667,0.28293324797348623
4.6,0.29314180828506087
4.63333,0.3221730289055157
4.66667,0.35875662213564435
4.7,0.40224847501151406
4.73333,0.44562268168159597
4.76667,0.4849778757591487
4.8,0.4948412530544277
4.83333,0.513596106346489
4.86667,0.5142400338337458
4.9,0.5393342246440074
4.93333,0.5611721971889282
4.96667,0.5686514814563284
5.0,0.5581194736383877
5.03333,0.5430965400560198
5.06667,0.5195121902688637
5.1,0.48410553259569705
5.13333,0.4397548156936312
5.16667,0.4020649857083497
5.2,0.36652150108659465
5.23333,0.35062721166350075
5.26667,0.3342575755015257
5.3,0.32901927748151416
5.33333,0.3261953043979723
5.36667,0.319572587309222
5.4,0.31440062700696847
5.43333,0.3073190038861621
5.46667,0.2941138056392718
5.5,0.2810616132383243
5.53333,0.26835071921196574
5.56667,0.26338555644640715
5.6,0.25288464640893954
5.63333,0.2537698567285788
5.66667,0.24812333316721302
5.7,0.255714580607845
5.73333,0.2655056429614238
5.76667,0.27725888016517336
5.8,0.29183066438550564
5.83333,0.311709526312767
5.86667,0.33258860233632503
5.9,0.36127578943793587
5.93333,0.39587267368133133
5.96667,0.4344474070936648
6.0,0.4699352342786043
6.03333,0.48376147520521307
6.06667,0.49863546306344714
6.1,0.5135774371204164
6.13333,0.52910604328572
6.16667,0.5269723133755546
6.2,0.5089829961279919
6.23333,0.4860072045130043
6.26667,0.4497103176073579
6.3,0.4141599642407721
6.33333,0.3915658614224751
6.36667,0.3739670665435689
6.4,0.354442099621507
6.43333,0.34589447480570595
6.46667,0.3397265497896545
6.5,0.33224594936627555
6.53333,0.3223208064980471
6.56667,0.31363950447879346
6.6,0.3075518510468406
6.63333,0.29784868168299217
6.66667,0.2865584680534241
6.7,0.27349078374560504
6.73333,0.2618184603799971
6.76667,0.2507640680750679
6.8,0.2507757611245368
6.83333,0.2592093874253203
6.86667,0.27819370465452103
6.9,0.30550614391113645
6.93333,0.33559585037469736
6.96667,0.36512996153654675
7.0,0.39359675142378836
7.03333,0.43213271025052363
7.06667,0.4805268182469518
7.1,0.5105466124284078
7.13333,0.5197652384289007
7.16667,0.534288121109674
7.2,0.5490837446335386
7.23333,0.5650216927571661
7.26667,0.5564084326057803
7.3,0.5391077614218918
7.33333,0.5127600024827587
7.36667,0.4866233028806486
7.4,0.45873529429689863
7.43333,0.4234593421932338
7.46667,0.38539650812039467
7.5,0.34636335810747915
7.53333,0.32615787228386695
7.56667,0.311442014085929
7.6,0.29913018276239267
7.63333,0.29628638045983713
7.66667,0.2942661686383523
7.7,0.28240545209033124
7.73333,0.274159170553403
7.76667,0.26660970699211634
7.8,0.2599754435910901
7.83333,0.2568124788056964
7.86667,0.25949897036436115
7.9,0.26039463088686016
7.93333,0.2642109742037716
7.96667,0.26163225505886667
8.0,0.26195321282806644
8.03333,0.2613998483030206
8.06667,0.2710067989703825
8.1,0.2838842935995761
